date,hospitalized,hospitalizedConfirmed,hospitalizedIcu,hospitalizedTestResultsPending,hospitalizedVentilator,ventilatorsOnHand,ventilatorsInUse,ventilatorsUtilization,bedAvailability,hospitalsPpeDifficulty,hospitalsOtherDifficulty,discharged,icuOccupancy,icuSurgeBeds,icuSurgeOccupancy,totalNonIcuBedsAvailable,totalIcuBedsAvailable,nonIcuBedsAvailableAdultOnly,icuBedsAvailableAdultOnly
2020-04-07,1183,589,408,594,283,2533,692,0.27,5461,11,1,,,,,,,,
2020-04-08,1289,649,468,640,293,2574,705,0.27,5325,12,3,,,,,,,,
2020-04-09,1296,669,469,627,285,2734,700,0.26,5691,7,2,,,,,,,,
2020-04-10,1238,717,457,521,287,2797,686,0.25,5846,8,3,,,,,,,,
2020-04-11,1252,735,426,517,283,2801,654,0.23,5975,8,3,,,,,,,,
2020-04-12,1272,751,440,521,294,2815,627,0.22,5953,7,2,,,,,,,,
2020-04-13,1238,765,428,473,302,2833,659,0.23,5970,7,2,467,,,,,,,
2020-04-14,1282,813,422,469,276,2838,709,0.25,5991,7,2,721,,,,,,,
2020-04-15,1298,802,394,496,234,2865,695,0.24,5617,6,1,752,,,,,,,
2020-04-16,1337,800,427,537,238,2841,700,0.25,5543,6,1,951,,,,,,,
2020-04-17,1308,809,400,499,224,2862,622,0.22,5587,6,1,1110,,,,,,,
2020-04-18,1307,821,398,486,230,2865,608,0.21,6097,6,1,1228,,,,,,,
2020-04-19,1319,820,388,499,231,2886,598,0.21,5853,6,1,1267,,,,,,,
2020-04-20,1296,828,396,468,237,2908,626,0.22,5961,6,1,1324,,,,,,,
2020-04-21,1331,854,403,477,251,2887,629,0.22,5465,6,1,1418,,,,,,,
2020-04-22,1374,879,419,495,244,2888,650,0.23,5519,3,0,1497,,,,,,,
2020-04-23,1379,887,400,492,249,2899,635,0.22,5327,3,0,1567,,,,,,,
2020-04-24,1399,912,379,487,220,2903,646,0.22,5485,4,1,1672,,,,,,,
2020-04-25,1405,923,357,482,223,2935,629,0.21,5353,3,1,1717,,,,,,,
2020-04-26,1436,897,387,539,217,2987,649,0.22,5320,2,1,1815,,,,,,,
2020-04-27,1455,913,389,542,217,2982,616,0.21,5433,2,1,1843,,,,,,,
2020-04-28,1508,948,376,560,217,2988,596,0.20,5177,2,1,1914,,,,,,,
2020-04-29,1566,946,387,620,222,2997,589,0.20,5152,1,0,2042,,,,,,,
2020-04-30,1550,967,372,583,208,2974,613,0.21,5099,2,1,2104,,,,,,,
2020-05-01,1431,963,366,468,193,2953,593,0.20,5181,2,1,2196,,,,,,,
2020-05-02,1426,968,375,458,202,2932,589,0.20,5070,1,1,2312,,,,,,,
2020-05-03,1413,948,385,465,193,2950,589,0.20,5187,0,0,2497,,,,,,,
2020-05-04,1463,985,348,478,192,2938,593,0.20,5017,0,0,2547,,,,,,,
2020-05-05,1496,1027,361,469,189,2952,591,0.20,4726,0,0,2617,,,,,,,
2020-05-06,1594,1079,396,515,192,2917,603,0.21,4761,0,0,2734,,,,,,,
2020-05-07,1613,1094,371,519,203,2912,587,0.20,4683,0,0,2825,,,,,,,
2020-05-08,1625,1076,378,549,199,2935,591,0.20,4635,0,0,2997,,,,,,,
2020-05-09,1593,1092,367,501,198,2920,623,0.21,4698,0,0,3124,,,,,,,
2020-05-10,1555,1049,351,506,187,2874,600,.21,4686,0,0,3201,,,,,,,
2020-05-11,1504,1072,362,432,194,2885,602,.21,4647,0,0,3273,,,,,,,
2020-05-12,1529,1082,364,447,201,2937,662,.23,4784,0,0,3400,,,,,,,
2020-05-13,1526,1041,374,485,202,2935,656,.22,4546,0,0,3554,,,,,,,
2020-05-14,1533,1037,355,496,201,2942,652,.22,4360,0,0,3678,,,,,,,
2020-05-15,1511,1053,362,458,195,2953,624,.21,4328,0,0,3805,,,,,,,
2020-05-16,1505,1020,381,485,189,2952,621,.21,4477,0,0,3909,,,,,,,
2020-05-17,1524,997,379,527,195,2940,611,.21,4550,0,0,3993,,,,,,,
2020-05-18,1502,972,361,530,194,2933,629,0.21,4389,0,0,4107,,,,,,,
2020-05-19,1497,1024,377,473,199,2947,638,.22,4411,0,0,4271,,,,,,,
2020-05-20,1536,1018,370,518,202,2947,638,.22,4264,0,0,4523,,,,,,,
2020-05-21,1491,1001,351,490,191,2956,627,.21,4250,0,0,4778,,,,,,,
2020-05-22,1459,995,366,464,207,2959,636,.21,4189,0,0,4963,,,,,,,
2020-05-23,1384,975,330,409,213,2953,623,0.21,4285,0,0,5047,,,,,,,
2020-05-24,1351,940,354,411,192,2954,612,.21,4572,0,0,5102,,,,,,,
2020-05-25,1376,962,349,414,182,2954,611,.21,4508,0,0,5145,,,,,,,
2020-05-26,1403,991,366,412,190,2954,619,.21,4516,0,0,5227,,,,,,,
2020-05-27,1459,1015,390,444,203,2994,610,.20,4300,0,0,5367,,,,,,,
2020-05-28,1502,1026,416,476,195,2949,627,.21,4080,0,0,5472,,,,,,,
2020-05-29,1524,999,373,525,193,2954,626,.21,4107,0,0,5648,,,,,,,
2020-05-30,1471,990,372,481,194,2982,631,.21,4330,0,0,5745,,,,,,,
2020-05-31,1458,958,371,500,196,2984,623,.21,4792,0,0,5868,,,,,,,
2020-06-01,1371,952,347,419,188,2984,631,.21,4420,0,0,5899,,,,,,,
2020-06-02,1362,912,336,450,186,2956,584,.20,4543,0,0,6011,,,,,,,
2020-06-03,1311,876,313,435,185,2984,613,.21,4162,0,0,6165,,,,,,,
2020-06-04,1266,854,321,412,171,2953,557,.19,4152,0,0,6284,,,,,,,
2020-06-05,1205,831,320,374,161,2959,583,.20,4243,0,0,6392,,,,,,,
2020-06-06,1171,821,324,350,169,2959,609,.21,4196,0,0,6382,,,,,,,
2020-06-07,1186,801,316,385,165,2965,588,.2,4374,0,0,6538,,,,,,,
2020-06-08,1173,800,308,373,160,2982,545,.18,4427,0,0,6557,,,,,,,
2020-06-09,1169,786,311,383,155,2989,580,.19,4339,0,0,6677,,,,,,,
2020-06-10,1155,748,296,407,139,2919,592,.2,3882,2,0,6826,,,,,,,
2020-06-11,1069,711,273,358,138,2952,587,.2,3834,0,0,6895,,,,,,,
2020-06-12,1026,663,297,363,143,2975,614,.21,3792,0,0,7002,,,,,,,
2020-06-13,959,676,295,283,142,2975,610,.21,3931,0,0,7131,,,,,,,
2020-06-14,958,656,334,302,155,2954,625,.21,4146,0,0,7178,,,,,,,
2020-06-15,902,643,269,259,130,2944,600,.2,4519,0,0,7230,,,,,,,
2020-06-16,904,647,241,257,125,2979,598,.2,4272,0,0,7341,,,,,,,
2020-06-17,938,625,249,313,120,2980,603,.2,3988,0,0,7429,,,,,,,
2020-06-18,857,598,241,259,129,2982,581,.19,3882,0,0,7493,,,,,,,
2020-06-19,862,577,251,285,121,2992,585,.20,3863,0,0,7563,,,,,,,
2020-06-20,880,577,267,303,133,3025,611,.20,4052,0,0,7607,,,,,,,
2020-06-21,866,566,243,297,125,2966,610,.21,4193,0,0,7646,,,,,,,
2020-06-22,848,550,240,298,132,2968,653,.22,4321,0,0,7663,,,,,,,
2020-06-23,847,556,245,291,126,2995,634,.21,4324,0,0,7725,,,,,,,
2020-06-24,886,567,235,319,107,2995,611,.2,3762,0,0,7765,,,,,,,
2020-06-25,854,551,237,303,104,2993,589,.2,3624,0,0,7818,,,,,,,
2020-06-26,854,559,219,295,99,3027,571,.19,3796,0,0,7868,,,,,,,
2020-06-27,819,535,234,284,103,3022,582,.19,3847,0,0,7968,,,,,,,
2020-06-28,818,523,235,295,107,2973,604,.2,4027,0,0,8005,,,,,,,
2020-06-29,796,535,225,261,101,2982,591,.2,4102,0,0,8023,,,,,,,
2020-06-30,902,547,230,355,98,3034,615,.20,3909,0,0,8080,,,,,,,
2020-07-01,892,535,205,357,95,3033,645,.21,3646,0,0,8131,,,,,,,
2020-07-02,888,545,206,343,95,3020,664,.22,3758,0,0,8496,,,,,,,
2020-07-03,818,535,207,283,95,3020,646,.21,3728,0,0,8711,,,,,,,
2020-07-04,808,528,207,280,99,3000,620,.21,4024,0,0,8741,,,,,,,
2020-07-05,792,546,202,246,95,3000,634,.21,4294,0,0,8784,,,,,,,
2020-07-06,783,565,194,218,86,2999,633,.21,4239,0,0,8809,,,,,,,
2020-07-07,902,589,221,313,105,3004,638,.21,4052,0,0,8913,,,,,,,
2020-07-08,971,594,230,377,98,3006,635,.21,3682,0,0,9011,,,,,,,
2020-07-09,956,586,215,370,93,3002,631,.21,3612,0,0,9065,,,,,,,
2020-07-10,1006,628,234,378,102,2992,631,.21,3463,0,0,9189,,,,,,,
2020-07-11,1020,655,230,365,97,2992,621,.21,3530,0,0,9271,,,,,,,
2020-07-12,1045,656,228,389,101,2977,611,.21,3699,0,0,9310,,,,,,,
2020-07-13,1129,663,243,466,105,2977,614,.21,3799,0,0,9330,,,,,,,
2020-07-14,1127,707,249,420,112,3018,641,.21,3771,0,0,9423,,,,,,,
2020-07-15,1081,699,246,382,113,3055,664,.22,3543,0,0,9527,,,,,,,
2020-07-16,1134,690,248,444,118,3126,644,.21,3462,0,0,9644,,,,,,,
2020-07-17,1171,701,247,470,118,3083,623,.20,3534,0,0,9883,,,,,,,
2020-07-18,1166,745,254,421,108,3080,626,.2,3718,0,0,9976,,,,,,,
2020-07-19,1186,733,249,453,127,2983,586,.20,3820,0,0,10017,,,,,,,
2020-07-20,1158,743,265,415,125,3051,613,.2,3877,0,0,10107,,,,,,,
2020-07-21,1189,762,258,427,127,3047,624,.2,3765,1,0,10235,,,,,,,
2020-07-22,1157,772,253,385,136,2999,635,.21,3555,1,0,10331,.76,702,.53,,,,
2020-07-23,1218,801,257,417,136,3077,679,.22,3486,1,0,10479,.77,706,.54,,,,
2020-07-24,1250,799,274,451,142,3077,635,.21,3496,1,0,10576,.77,726,.53,,,,
2020-07-25,1201,785,266,416,138,3075,614,.2,3649,0,0,10800,.78,755,.53,,,,
2020-07-26,1174,781,268,393,143,3077,620,.2,3851,0,0,10882,.77,750,.53,,,,
2020-07-27,1200,821,260,379,140,3071,628,.2,3834,0,0,10940,.77,752,.52,,,,
2020-07-28,1294,858,261,436,153,3049,640,.21,3824,0,0,11550,.78,808,.52,,,,
2020-07-29,1350,866,276,484,155,3043,668,.22,3647,0,0,11650,.79,809,.53,,,,
2020-07-30,1357,865,284,492,147,3051,663,.22,3427,0,0,11728,.82,814,.54,,,,
2020-07-31,1334,885,279,449,145,3062,637,.21,3605,0,0,11937,.78,813,.52,,,,
2020-08-01,1256,905,275,352,150,3069,627,.2,3580,0,0,12007,.79,816,.53,,,,
2020-08-02,1172,858,267,315,138,3062,660,.22,3711,0,0,12108,.78,814,.52,,,,
2020-08-03,1205,883,271,322,151,3062,663,.22,3755,0,0,12255,.76,814,.51,,,,
2020-08-04,1255,880,282,375,144,3069,615,.20,3770,0,0,12385,.76,792,.50,,,,
2020-08-05,1304,881,283,423,144,3074,647,.21,3561,0,0,12522,.79,823,.53,,,,
2020-08-06,1349,875,284,474,157,3076,630,.20,3523,0,0,12635,.78,846,.51,,,,
2020-08-07,1372,897,284,475,159,3073,604,.20,3461,0,0,12725,.80,845,.52,,,,
2020-08-08,1258,896,271,362,145,3071,612,.20,3509,1,1,12843,.83,850,.54,,,,
2020-08-09,1200,856,260,344,146,3071,600,.2,3695,1,1,12923,.79,848,.52,,,,
2020-08-10,1251,855,279,396,159,3073,592,.19,3701,1,1,12961,.8,845,.53,,,,
2020-08-11,1293,866,280,427,148,3073,615,.20,3622,1,1,13152,.79,846,.52,,,,
2020-08-12,1281,884,290,397,142,3074,610,.20,3374,2,1,13247,.78,900,.51,,,,
2020-08-13,1258,868,289,390,141,3072,607,.20,3433,3,1,13389,.77,901,.49,,,,
2020-08-14,1299,860,268,439,150,3080,628,.2,3431,3,1,13477,.76,1252,.43,,,,
2020-08-15,1271,864,279,407,167,3080,650,.21,3522,2,1,13694,.79,1344,.43,,,,
2020-08-16,1184,843,283,341,165,3081,624,.2,3735,1,1,13783,.7,1345,.39,,,,
2020-08-17,1173,857,281,316,158,3081,615,.2,3888,1,1,13827,.73,1351,.4,,,,
2020-08-18,1253,872,300,381,163,3044,604,.20,3797,0,0,13910,.70,1340,.38,,,,
2020-08-19,1243,900,280,343,145,3073,601,.2,3491,0,0,13989,.72,1340,.39,,,,
2020-08-20,1266,893,276,373,148,3081,607,.2,3325,0,0,14091,.74,1344,.41,,,,
2020-08-21,1233,876,263,357,142,3030,608,.2,3417,0,0,14249,.8,1380,.43,,,,
2020-08-22,1154,863,254,291,125,3086,579,.19,3616,1,0,14353,.8,952,.5,,,,
2020-08-23,1155,846,251,309,130,3086,587,.19,3915,1,0,14443,.72,997,.45,,,,
2020-08-24,1127,820,256,307,134,3086,588,.19,3702,1,0,14482,.79,942,.50,,,,
2020-08-25,1174,827,273,347,144,3086,619,.20,3821,1,0,14581,.71,959,.45,,,,
2020-08-26,1170,842,265,328,145,3101,648,.21,3587,1,0,14682,.73,994,.45,,,,
2020-08-27,1174,825,264,349,148,3101,634,.2,3508,1,0,14764,.73,995,.46,,,,
2020-08-28,1101,813,261,288,136,3100,604,.19,3423,2,0,14866,.72,999,.45,,,,
2020-08-29,1101,791,245,310,131,3100,584,.19,3609,2,0,14957,.72,1004,.45,,,,
2020-08-30,1090,777,251,313,132,3092,585,.19,3847,2,0,14999,.72,998,.45,,,,
2020-08-31,1082,764,257,318,146,3092,600,.19,3863,2,0,15085,.77,906,.50,,,,
2020-09-01,1039,804,258,235,130,3093,593,.19,3655,1,0,15199,.79,903,.51,,,,
2020-09-02,1114,836,266,278,134,3085,614,.2,3423,1,0,15319,.8,908,.51,,,,
2020-09-03,1130,800,257,330,123,3090,623,.2,3433,1,0,15395,.8,911,.51,,,,
2020-09-04,1101,828,244,273,128,3090,596,.19,3514,1,0,15492,.79,901,.51,,,,
2020-09-05,1098,813,243,285,121,3090,593,.19,3551,1,0,15636,.74,958,.46,,,,
2020-09-06,1083,815,232,268,119,3091,584,.19,3826,1,0,15683,.7,958,.45,,,,
2020-09-07,1061,767,249,294,119,3091,576,.19,3837,1,0,15742,.76,902,.49,,,,
2020-09-08,1051,768,240,283,118,3091,574,.19,3964,1,0,15770,.71,951,.45,,,,
2020-09-09,1072,800,252,272,121,3091,599,.19,3746,1,0,15967,.78,890,.5,,,,
2020-09-10,1096,763,255,333,134,3092,607,.2,3453,2,0,16061,.78,887,.5,,,,
2020-09-11,1120,780,249,340,120,3091,632,.2,3456,2,0,16143,.73,890,.47,,,,
2020-09-12,995,723,228,272,113,3090,613,.2,3479,2,0,16276,.73,890,.47,,,,
2020-09-13,1012,708,232,304,119,3089,625,.2,3789,2,0,16310,.74,890,.48,,,,
2020-09-14,1006,698,220,308,110,3089,625,.2,3842,2,0,16361,.77,891,.5,,,,
2020-09-15,1015,686,228,329,104,3089,580,.19,3771,2,0,16449,.71,893,.47,,,,
2020-09-16,1027,678,212,349,103,3088,592,.19,3088,2,0,16536,.79,906,.51,,,,
2020-09-17,995,669,225,326,109,3088,613,.2,3088,1,0,16671,.8,908,.51,,,,
2020-09-18,945,648,212,297,102,3080,580,.19,3565,1,0,16762,.78,893,.51,,,,
2020-09-19,960,661,219,299,108,3089,592,.19,3549,0,0,16848,.78,898,.5,,,,
2020-09-20,939,631,263,308,126,3089,602,.19,3751,0,0,16880,.71,909,.46,,,,
2020-09-21,995,652,217,343,106,3089,610,.20,3785,0,0,16903,.76,898,.49,,,,
2020-09-22,940,632,213,308,113,3097,598,.19,3745,0,0,16979,.75,880,.49,,,,
2020-09-23,916,618,215,298,113,3100,640,.21,3411,0,0,17038,.8,885,.52,,,,
2020-09-24,982,624,219,358,112,3092,631,.2,3340,0,0,17099,.79,879,.52,,,,
2020-09-25,965,617,221,348,117,3092,636,.21,3472,0,0,17185,.72,882,.48,,,,
2020-09-26,924,614,202,310,111,3094,628,.2,3460,0,0,17255,.81,883,.52,,,,
2020-09-27,868,603,198,265,103,3094,658,.21,3843,0,0,17443,.72,885,.47,,,,
2020-09-28,890,602,193,288,103,3104,651,.21,3813,0,0,17483,.78,888,.50,,,,
2020-09-29,958,598,202,360,113,3113,625,.2,3756,0,0,17576,.78,932,.5,,,,
2020-09-30,908,594,190,314,104,3115,618,.2,3374,0,0,17633,.79,925,.51,,,,
2020-10-01,913,587,210,326,107,3107,633,.2,3192,0,0,17713,.79,930,.51,,,,
2020-10-02,890,590,201,300,108,3107,644,.21,3229,0,0,17752,.78,909,.51,,,,
2020-10-03,906,600,191,306,103,3075,644,.21,3332,0,0,17810,.8,911,.52,,,,
2020-10-04,877,595,197,282,98,3075,622,.2,3820,0,0,17848,.73,914,.47,,,,
2020-10-05,925,596,213,329,101,3075,595,.19,3596,0,0,17893,.79,909,.51,,,,
2020-10-06,926,607,219,319,104,3115,662,.21,3796,0,0,18112,.78,906,.5,,,,
2020-10-07,1003,641,228,362,109,3115,700,.22,3454,0,0,18189,.8,923,.52,,,,
2020-10-08,933,623,196,310,89,2676,617,.23,3205,0,0,18278,.82,928,.53,,,,
2020-10-09,963,651,205,312,87,2680,591,.22,3329,0,0,18336,.76,930,.49,,,,
2020-10-10,943,642,208,301,97,2679,541,.2,3459,0,0,18447,.82,944,.52,,,,
2020-10-11,924,628,201,296,98,2679,577,.22,3641,0,0,18492,.79,930,.51,,,,
2020-10-12,965,644,205,321,92,2678,586,.22,3949,0,0,18539,.77,932,.50,,,,
2020-10-13,999,686,200,313,98,2667,587,.22,3655,0,0,18657,.78,921,.50,,,,
2020-10-14,1007,673,230,334,102,2668,601,.23,3393,0,0,18747,.79,920,.51,,,,
2020-10-15,1009,690,220,319,104,2668,593,.22,3251,0,0,18831,.82,930,.52,,,,
2020-10-16,1002,673,222,329,104,2668,601,.23,3231,0,0,18911,.81,923,.52,,,,
2020-10-17,993,703,219,290,100,2680,607,.23,2680,0,0,18996,.82,928,.53,,,,
2020-10-18,972,690,205,282,95,2678,604,.23,3960,0,0,19034,.71,929,.46,,,,
2020-10-19,972,689,210,283,81,2678,584,.22,4008,0,0,19096,.77,934,.49,,,,
2020-10-20,937,688,194,249,98,2678,605,.23,3812,0,0,19170,.79,927,.51,,,,
2020-10-21,1010,695,202,315,97,2731,620,.23,3467,0,0,19226,.79,922,.51,,,,
2020-10-22,1109,685,218,424,120,2728,626,.23,3455,0,0,19321,.81,920,.52,,,,
2020-10-23,1012,702,233,310,113,2728,616,.23,3299,0,0,19406,.81,906,.53,,,,
2020-10-24,979,696,220,283,117,2729,624,.23,3527,0,0,19455,.76,906,.49,,,,
2020-10-25,979,696,216,283,109,2729,597,.22,3723,0,0,19520,.74,919,.48,,,,
2020-10-26,1048,736,230,312,114,2731,620,.23,3652,0,0,19583,.81,917,.52,,,,
2020-10-27,1081,746,230,335,106,2922,806,.28,3429,0,0,19702,.82,910,.53,,,,
2020-10-28,1068,732,252,336,113,2917,814,.28,3305,0,0,19786,.82,911,.53,,,,
2020-10-29,1082,748,249,334,108,2917,801,.27,3425,0,0,19832,.82,884,.54,,,,
2020-10-30,1065,763,231,302,107,2921,820,.28,3380,0,0,19929,.82,887,.53,,,,
2020-10-31,1026,753,228,273,104,2931,817,.28,3367,0,0,20008,.73,910,.48,,,,
2020-11-01,1012,723,228,289,98,2927,832,.28,3775,0,0,20044,.61,902,.41,,,,
2020-11-02,1031,722,214,309,97,2919,780,.27,3715,0,0,20124,.77,915,.49,,,,
2020-11-03,1026,746,222,280,97,2903,787,.27,3629,0,0,20306,.7,917,.46,,,,
2020-11-04,1041,779,231,262,102,2926,792,.27,3324,0,0,20372,.74,915,.49,,,,
2020-11-05,1064,767,240,297,104,2934,823,.28,3412,0,0,21289,.81,902,.53,,,,
2020-11-06,1057,791,216,266,96,2933,1050,.36,3919,0,0,21366,.81,879,.53,,,,
2020-11-07,1062,798,215,264,91,2933,842,.29,3505,0,0,21441,.81,887,.53,,,,
2020-11-08,1090,819,202,271,90,2935,821,.28,3865,0,0,21494,.72,888,.47,,,,
2020-11-09,1127,824,214,303,98,2928,798,.27,3730,0,0,21618,.78,886,.51,,,,
2020-11-10,1174,885,224,289,88,2932,794,.27,3524,0,0,21716,.79,879,.52,,,,
2020-11-11,1265,903,250,362,106,2938,806,.27,3174,0,0,21863,.81,884,.53,,,,
2020-11-12,1313,943,246,370,110,2936,838,.29,2936,0,0,22002,.83,877,.54,,,,
2020-11-13,1296,978,258,318,115,2936,827,.28,3127,0,0,22095,.82,880,.53,,,,
2020-11-14,1312,1019,261,293,121,2951,818,.28,3267,0,0,22192,.82,877,.54,,,,
2020-11-15,1284,1006,252,278,120,2961,805,.27,4115,0,0,22252,.71,880,.47,,,,
2020-11-16,1337,1071,263,266,118,2962,802,.27,3579,0,0,22362,.78,878,.51,,,,
2020-11-17,1392,1080,272,312,103,2962,781,.26,3556,0,0,22466,.73,889,.49,,,,
2020-11-18,1469,1105,318,364,126,2960,797,.27,3385,0,0,22594,.74,893,.5,,,,
2020-11-19,1569,1129,303,440,123,2961,788,.27,3302,0,0,22858,.75,892,.5,,,,
2020-11-20,1510,1159,318,351,133,2962,789,.27,3356,0,0,22946,.75,885,.51,,,,
2020-11-21,1507,1158,331,349,135,3002,750,.25,3549,0,0,23053,.74,881,.5,,,,
2020-11-22,1469,1118,320,351,145,2952,781,.26,3696,0,0,23133,.73,876,.49,,,,
2020-11-23,1512,1130,351,382,152,2952,792,.27,3810,0,0,23253,.73,878,.49,,,,
2020-11-24,1496,1173,354,323,146,2960,847,.29,3773,0,0,23498,.75,874,.51,,,,
2020-11-25,1549,1245,361,304,153,2960,847,.29,3533,0,0,23625,.76,896,.51,,,,
2020-11-26,1601,1286,370,315,152,2954,791,.27,3767,0,0,23749,.75,898,.5,,,,
2020-11-27,1593,1276,373,317,160,2954,788,.27,4154,0,0,23858,.72,899,.48,,,,
2020-11-28,1585,1314,370,271,149,2924,783,.27,4235,0,0,23957,.71,900,.48,,,,
2020-11-29,1628,1290,365,338,155,2954,784,.27,4142,0,0,24062,.72,895,.48,,,,
2020-11-30,1658,1331,376,327,162,2955,786,.27,3980,0,0,24199,.72,894,.48,,,,
2020-12-01,1757,1422,398,335,173,2964,822,.28,3717,0,0,24393,.74,887,.5,,,,
2020-12-02,1860,1472,427,388,188,2963,834,.28,3259,0,0,24620,.77,890,.52,,,,
2020-12-03,1853,1467,411,386,186,2964,858,.29,3253,0,0,24782,.79,886,.53,,,,
2020-12-04,1854,1486,413,368,187,2962,858,.29,3195,0,0,24998,.78,880,.52,,,,
2020-12-05,1852,1508,407,344,183,2961,840,.28,3312,0,0,25115,.77,881,.52,,,,
2020-12-06,1969,1490,395,479,187,2961,846,.29,3469,0,0,25235,.77,878,.52,,,,
2020-12-07,1885,1556,403,329,180,2963,843,.28,3722,0,0,25401,.75,876,.51,,,,
2020-12-08,1918,1570,435,348,196,2924,872,.30,3416,0,0,25201,.76,849,.51,,,,
2020-12-09,2035,1653,436,382,200,2956,886,.3,3271,0,0,25862,.78,873,.53,,,,
2020-12-10,2051,1685,415,366,203,2956,892,.3,3117,0,0,26016,.78,874,.53,,,,
2020-12-11,2115,1749,427,366,216,2933,907,.31,3016,0,0,26190,.79,876,.54,,,,
2020-12-12,2117,1779,440,338,229,2962,926,.31,3297,0,0,26434,.77,806,.54,,,,
2020-12-13,2154,1796,426,358,220,2964,941,.32,3344,0,0,26503,.77,810,.53,,,,
2020-12-14,2260,1845,458,415,236,2964,933,.31,3402,0,0,26618,.77,811,.53,,,,
2020-12-15,2361,1979,490,382,240,2913,927,.32,3256,0,0,26929,.77,807,.54,,,,
2020-12-16,2349,1990,511,359,257,2914,952,.33,3078,0,0,27060,.79,802,.55,,,,
2020-12-17,2399,1989,490,410,246,2986,963,.32,3033,0,0,27307,.8,866,.54,,,,
2020-12-18,2409,2075,510,334,254,2988,959,.32,3074,0,0,27471,.79,866,.54,,,,
2020-12-19,2429,2111,495,318,264,2989,957,.32,3196,0,0,27633,.8,863,.55,,,,
2020-12-20,2405,2079,517,326,272,3015,982,.33,3407,0,0,27780,.8,869,.54,,,,
2020-12-21,2442,2113,530,329,282,3015,987,.33,3560,0,0,27887,.8,866,.54,,,,
2020-12-22,2508,2166,535,342,279,3036,978,.32,3449,0,0,28175,.8,851,.54,,,,
2020-12-23,2586,2232,532,354,290,3017,982,.33,3294,0,0,28330,.81,866,.55,,,,
2020-12-24,2577,2240,530,337,294,3008,998,.33,3354,0,0,28940,.82,864,.55,,,,
2020-12-25,2478,2206,518,272,291,3035,999,.33,3750,0,0,29131,.79,862,.54,,,,
2020-12-26,2454,2187,548,267,299,3013,1021,.34,4092,0,0,29545,.78,863,.53,,,,
2020-12-27,2495,2177,514,318,318,3029,1004,.33,3841,0,0,29661,.79,869,.53,,,,
2020-12-28,2563,2231,526,332,321,3040,1007,.33,3748,0,0,29782,.78,1269,.46,,,,
2020-12-29,2698,2369,539,329,326,3001,969,.32,3340,0,0,30133,.81,850,.55,,,,
2020-12-30,2707,2366,553,341,330,3008,1033,.34,3206,0,0,30444,.82,849,.55,,,,
2020-12-31,2744,2388,525,356,328,3006,1004,.33,3203,0,0,30707,.82,844,.56,,,,
2021-01-01,2754,2414,557,340,322,3010,1004,.33,3283,0,0,30964,.81,840,.55,,,,
2021-01-02,2710,2401,557,309,335,3013,993,.33,3584,0,0,31182,.8,840,.54,,,,
2021-01-03,2708,2402,557,306,344,3012,1002,.33,3455,0,0,31368,.8,852,.54,,,,
2021-01-04,2765,2433,563,332,339,3027,1019,.34,3307,0,0,31561,.82,838,.55,,,,
2021-01-05,2918,2608,558,310,337,3027,1049,.35,3078,0,0,31735,.81,835,.55,,,,
2021-01-06,2925,2618,537,307,357,3026,1040,.34,2879,0,0,32101,.84,836,.57,,,,
2021-01-07,3000,2663,568,337,366,3014,1036,.34,3062,0,0,32368,.84,833,.57,,,,
2021-01-08,2991,2693,547,298,351,2909,1046,.36,2873,0,0,32595,.82,830,.56,,,,
2021-01-09,3032,2711,565,321,348,2910,1032,.35,2939,0,0,32833,.84,825,.58,,,,
2021-01-10,3060,2686,533,374,348,2910,1008,.35,3041,0,0,32998,.82,824,.56,,,,
2021-01-11,3117,2714,571,403,352,2947,1036,.35,3097,0,0,33142,.82,827,.56,,,,
2021-01-12,3185,2778,582,407,349,2884,1023,.35,2994,0,0,33562,.81,829,.56,,,,
2021-01-13,3209,2809,587,400,362,2909,1032,.35,2971,0,0,33798,.83,829,.57,,,,
2021-01-14,3196,2820,583,376,366,2895,1049,.36,3014,0,0,34013,.83,839,.57,,,,
2021-01-15,3147,2805,580,342,362,2883,1057,.37,2962,0,0,34805,.83,829,.57,,,,
2021-01-16,3119,2792,561,327,354,2900,1044,.36,3137,0,0,35095,.83,845,.56,,,,
2021-01-17,3058,2739,566,319,339,2903,1034,.36,3164,0,0,35276,.81,850,.55,,,,
2021-01-18,3151,2779,584,372,354,2902,1030,.35,3209,0,0,35476,.81,845,.55,,,,
2021-01-19,3173,2823,588,350,347,2880,1029,.36,3158,0,0,35752,.81,840,.56,,,,
2021-01-20,3098,2759,554,339,338,2910,1000,.34,2958,0,0,36103,.84,842,.57,,,,
2021-01-21,3011,2705,545,306,337,2893,1036,.36,2979,0,0,36379,.84,850,.57,,,,
2021-01-22,2972,2663,509,309,332,2936,1033,.35,3047,0,0,36577,.83,852,.56,,,,
2021-01-23,2927,2615,567,312,320,2925,1024,.35,3178,0,0,36817,.83,860,.56,,,,
2021-01-24,2850,2540,546,310,329,2925,1023,.35,3161,0,0,37076,.83,854,.56,,,,
2021-01-25,2892,2572,554,320,324,2925,1008,.34,3206,0,0,37191,.82,856,.55,,,,
2021-01-26,2847,2567,539,280,316,2922,1019,.35,3121,0,0,37527,.83,829,.57,,,,
2021-01-27,2868,2554,537,314,332,2922,1059,.36,3008,0,0,37823,.84,826,.57,,,,
